"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean"
"BIRD",3.68,0.8,1.4,0.16,0.8,4.12
"BIRDBATH",1.769,0.154,1.462,0.308,0.385,2.923
"BIRDBRAIN",2.643,0.357,0.071,1.286,0.214,2.286
"BIRDCAGE",0.9,0.2,2.65,0.3,0.9,4
"BIRDCALL",4.412,0.235,0.647,0.588,0.235,1.176
"BIRDHOUSE",0.941,0.176,2.706,0.471,0.412,4.471
"BIRDIE",2.312,0,0.938,0.188,0.125,3.188
"BIRDLIFE",2.75,0,0.938,0.125,0.188,3.312
"BIRDLIKE",2.444,0.167,0.833,0.389,0.222,4.222
"BIRDS-EYE VIEW",0.105,0,0.211,0.368,0,4.684
"BIRDSEED",0.647,0.412,3.176,0,0.294,4.176
"BIRDSHOT",2.267,0.067,1.133,0.333,0.4,2.267
"BIRDSONG",4.917,0.417,0.417,1.167,0.417,0.833
"BIRDWATCHING",3,0,0.273,0.864,0.409,4.455
"BIRTH",2.15,0.25,1.25,2.2,0.5,3.5
"BIRTH CERTIFICATE",0,0,2.158,0,0,4
"BIRTH CONTROL",0.389,0.5,2.111,1.389,0.056,3.833
"BIRTHDAY",2.278,0.778,0.222,1.333,0.667,2.833
"BIRTHDAY CAKE",0.257,4.457,2.457,0.457,2.571,3.943
"BIRTHDAY CARD",0.75,0.2,2.55,0.7,0.25,3.9
"BIRTHDAY PARTY",3.941,2,1.294,1.235,1.353,4.471
"BIRTHING",2.824,0,0.529,1.588,0.118,3.765
"BIRTHMARK",0.2,0,1.85,0.25,0,4.5
"BIRTHPLACE",0.875,0.188,0.75,1,0.5,3.062
"BIRTHRATE",1.176,0.294,0.353,0.412,0.294,2.294
"BIRTHRIGHT",1.222,0.056,0.5,1.222,0.111,1.667
"BIRTHSTONE",0.591,0,2.682,0.273,0,4.364
"BIRTHWEIGHT",0.938,0,1.812,0.438,0,2.625
"BISCUIT",0.278,4.556,3.278,0.944,3.5,4.222
"BISECT",0.688,0.188,2,0.375,0.125,3.375
"BISECTION",0.333,0.067,0.733,0.333,0.133,2.933
"BISECTIONAL",0,0,0.688,0.25,0,3.625
"BISEXUAL",1.333,0.333,1.111,2.333,0.222,2.5
"BISEXUALISM",1.55,0.2,0.7,2.45,0.15,2.45
"BISEXUALITY",1.444,0.444,1.833,2.778,0.389,3.333
"BISEXUALLY",1.792,0.333,1.25,1.958,0.333,3.083
"BISHOP",2.118,0,0.118,0.176,0.059,3.353
"BISON",1.737,1.368,1.474,0.579,1.737,3.368
"BISQUE",0.067,3.533,1.067,0.067,2.267,3.2
"BISTRO",1.7,1.6,0.7,0.25,2.25,2.85
"BISYMMETRIC",0.533,0,1.667,0,0,3
"BIT",0.29,0.71,2.258,0.903,0.129,2.677
"BITCH",3.2,0,0.7,1.25,0.1,3.5
"BITCHINESS",3.737,0.316,0.526,2.053,0.368,3.211
"BITCHY",3.222,0,0.167,1.389,0,2.944
"BITE",1,0.625,2.125,2,0,3.125
"BITER",0.667,1,1.611,1.5,0.278,2.556
"BITING",0.824,2,2.235,2.647,0.294,1.882
"BITMAP",0.235,0,0.176,0,0,3.824
"BITTEN",0.875,0.5,2.5,2.188,0,2.375
"BITTER",1.062,4.25,0.188,2.188,1.562,1
"BITTERLY",1.158,1.947,0.211,2.368,1.158,1.158
"BITTERNESS",0.6,3.8,0,1.8,1.45,0.85
"BITTERS",0.5,2.643,0.429,0.857,0.5,1.5
"BITTERSWEET",1.556,3.222,0.333,2.444,0.333,1.389
"BIWEEKLY",0.782,0.145,0.182,0.564,0.127,1.127
"BIYEARLY",1.13,0.174,0.174,0.652,0.174,2.13
"BIZ",2.174,0.261,1.087,0.565,0.522,3.217
"BIZARRE",2.133,1.333,1.2,2.533,1.533,3.133
"BIZARRELY",2.765,0.471,0.529,0.941,0.471,3.294
"BIZARRENESS",2.5,0.812,0.75,1.688,0.562,2.938
"BLAB",4.312,0,0.062,0.312,0,1.5
"BLABBER",4,0.294,0.529,0.765,0.294,1.353
"BLABBERMOUTH",4.737,0.053,0,0.684,0.053,2.158
"BLACK",0.059,0.059,0.118,0.353,0.059,4.471
"BLACK BOX",0.75,0.1,1.45,0.1,0.1,3.75
"BLACK EYE",0.444,0.111,1.5,1.444,0.222,3.833
"BLACK HOLE",0.579,0.053,0.632,0.368,0.053,2.895
"BLACK LOCUST",2,0,1.375,0,0.625,3.625
"BLACK MAGIC",2,0,0.722,0.722,0.111,2.5
"BLACK MARKET",1.389,0.056,0.167,0.722,0,2.611
"BLACK OUT",0.95,0.05,0.25,3.25,0.1,3.1
"BLACK PUDDING",0.059,4.412,1.647,0.941,2.529,3.353
"BLACK SHEEP",1.571,0,0.81,0.714,0.524,2.714
"BLACK TIE",0.278,0,1.389,0,0.333,4.278
"BLACK WIDOW",0.053,0,0.789,0.842,0,4.211
"BLACK-EYED PEA",0,4.158,1.526,0.526,1.842,3.474
"BLACKBALL",1.632,0,0.579,0.632,0,2.895
"BLACKBERRY",0,4.25,1.812,0,1.688,3.562
"BLACKBIRD",2.556,0,0.833,0.111,0.111,3.778
"BLACKBOARD",1.9,0,2.6,0.05,0.9,3.75
"BLACKEN",0.333,0.667,0.5,0.111,0.611,4.111
"BLACKENED",0.529,1.765,0.824,0.353,1.941,3.824
"BLACKENER",0.357,0.429,1.429,0.571,0.429,3.643
"BLACKENING",0.706,1.294,0.824,1,1.706,4.176
"BLACKER",0.062,0.312,0,0.125,0.312,3.188
"BLACKFACE",0.531,0,0.375,0.625,0.156,3.344
"BLACKFISH",0.733,1.533,1,0.533,1.133,2.933
"BLACKHEAD",0.238,0.333,2.524,0.952,0.19,4.143
"BLACKHEADS",0.118,0,2.471,1,0,4.235
"BLACKHEART",1,0.214,0.643,1.071,0.071,1.786
"BLACKISH",0.938,0.188,0.125,0.375,0.125,3.938
"BLACKJACK",1.806,0.222,2.194,0.639,0.222,3.583
"BLACKLIST",1.167,0,0.056,1.056,0.056,3.111
"BLACKLY",0.615,0,0.077,0.154,0.154,3.154
"BLACKMAIL",2.588,0,0,0.412,0,2.412
"BLACKMAILER",2.7,0,0.05,0.65,0,2.35
"BLACKNESS",0.375,0.062,0,0.562,0.062,4
"BLACKOUT",1.222,0.333,0.667,2.111,0.333,3.556
"BLACKSMITH",1.867,0,0.667,0,0.133,3.2
"BLACKSMITHING",2.474,0,1.316,0.105,0.789,3.632
"BLACKSNAKE",0.714,0,0.714,0,0.071,3.286
"BLACKTOP",0.176,0,1.824,0.118,0.529,3.941
"BLADDER",0.75,0.062,0.688,3.938,0.375,0.562
"BLADDERLESS",0.423,0.154,0.5,2.769,0.077,0.808
"BLADE",0.579,0,3.105,0.211,0,3.842
"BLADED",0.647,0,1.588,0.176,0,3.176
"BLADELIKE",0.438,0.25,2,0.625,0.125,3.188
"BLAH",1.647,1,0.529,2.765,0.765,1.235
"BLAMABLE",2.214,0.429,0.714,1.786,0.5,2.5
"BLAME",3.25,0,0.1,0.8,0,1.85
"BLAMED",3.294,0.118,0.382,1.588,0.088,2.765
"BLAMEFUL",2.045,0.091,0.5,1.591,0.273,1.273
"BLAMEFULLY",1.667,0,0,2.389,0,1.278
"BLAMEFULNESS",1.865,0,0,1.378,0,1.432
"BLAMELESS",2.235,0.059,0.118,1.294,0.118,1.882
"BLAMELESSLY",1.375,0,0.312,1.125,0,1.188
"BLAMELESSNESS",1.667,0,0.333,1.444,0,1.556
"BLAMER",2.571,0.286,0.429,0.929,0.357,1.571
"BLAMEWORTHINESS",1.75,0,0,2.438,0,1.938
"BLAMEWORTHY",2.194,0,0.129,1.774,0,2.065
"BLAMING",2.895,0,0.211,1.526,0,2
"BLANCHING",0.615,0.462,1.231,0.846,0.538,3.846
"BLAND",0.389,4.167,0.167,0.778,1.389,1.167
"BLANDISH",1.125,2.375,0.688,1.125,1.625,1.375
"BLANDLY",0.905,3.714,0.286,1.286,1.095,1.571
"BLANDNESS",0.706,4.294,0.588,0.882,1.235,1.176
"BLANK",0.4,0.4,0.45,1.2,0.35,3.6
"BLANK CHECK",0.389,0,1,0.556,0,3.778
"BLANKED",0.882,0.529,1,2.118,0.529,2.176
"BLANKET",0.211,0.053,4.158,0.684,0.947,3.368
"BLANKETED",0.5,0.053,2.237,0.553,0.026,3.737
"BLANKETING",1,0.267,1.933,0.6,0.733,2.133
"BLANKING",0.947,0,0.368,1.789,0,2.053
"BLANKLY",0.263,0.105,0.158,0.842,0.105,3.737
"BLANKNESS",0.632,0.053,0.053,1.158,0,3.421
"BLASPHEME",3.278,0.222,0.167,0.889,0.167,1.5
"BLASPHEMER",3.4,0,0.133,0.8,0,1.333
"BLASPHEMOUS",3.944,0,0.111,0.778,0,3.278
"BLASPHEMOUSLY",2.312,0.25,0.125,1.312,0.312,2.188
"BLASPHEMOUSNESS",3.344,0,0.125,0.875,0.031,2.25
"BLASPHEMY",3.722,0.222,0.278,0.833,0.167,1.944
"BLAST",3.556,0.333,1.444,2.222,1.278,3.722
"BLAST OFF",3,0,1.211,0.947,0.632,3.474
"BLASTED",3.35,0,1,0.7,0.5,3.75
"BLASTER",2.867,0.067,1.4,0.467,0.133,3.8
"BLASTING",3.684,0.316,1.474,0.947,0.579,3.263
"BLASTOFF",3.125,0.062,0.625,0.938,0.75,3.625
"BLATANCY",2.462,0,0,0.692,0,2.538
"BLATANT",2.375,0.312,0.438,1.125,0.438,2.938
"BLATANTLY",2.118,0.059,0.059,0.706,0.059,1.647
"BLATHER",3.417,0,0,0.417,0,1.75
"BLAZE",1.556,0.056,1.722,0.389,2.667,3.944
"BLAZER",0.105,0,1.632,0.421,0.158,4.105
"BLAZING",1.474,0.421,1.526,0.684,1.211,3.737
"BLAZINGLY",1.471,0.294,0.882,1.235,0.588,3.118
"BLEACH",0.368,0.579,1.053,0.632,4.053,3.474
"BLEACHABLE",0.105,0,0.474,0.316,1.158,3
"BLEACHED",0.25,0.375,0.562,0.312,2.312,3.688
"BLEACHER",0.444,0.222,2.222,0.278,1.444,4.056
"BLEACHING",0.188,0,0.625,0.188,2.812,4.5
"BLEAK",1.526,0.421,0.684,2.105,0.263,3.368
"BLEAKLY",2.286,0.571,0.643,2.143,0.571,3.143
"BLEAKNESS",1.75,0.375,0.125,2.062,0.062,3.625
"BLEARY",0.4,0.067,0.2,1.733,0.067,2.8
"BLEAT",3.417,0.083,0.417,0,0.25,0.75
"BLEATING",3.786,0.143,0.286,0.429,0.143,0.857
"BLEED",0.176,0.647,2.118,1.882,0.412,3.647
"BLEEDER",0.105,0.632,1.947,1.316,0.632,3.632
"BLEEDING",0,0.765,2.529,2.588,0.706,4.118
"BLEEP",3.632,0,0.263,0.105,0,0.421
"BLEMISH",0.389,0.278,2.444,0.778,0.278,4.5
"BLEND",1.526,0.947,1.842,0.053,0.421,3.789
"BLEND IN",0.955,0.409,0.773,1.318,0.545,3.045
"BLENDED",1.316,0.947,0.737,0.211,0.316,2.947
"BLENDER",3.095,0,1.571,0,0.143,3.762
"BLENDING",2.059,1.353,2.647,0.412,0.529,3.882
"BLESS",2,0,0.588,1.529,0.118,1.706
"BLESSED",2.588,0.235,0.588,2.471,0.235,3.059
"BLESSEDLY",1.688,0.375,0.688,1.25,0.438,2
"BLESSEDNESS",1.25,0.194,0.25,2.028,0.278,1.444
"BLESSING",2.158,0.316,1.684,1.895,0.316,2.737
"BLESSINGS",2.2,0.4,0.467,2.8,0.333,1.667
"BLIGHT",0.333,0,0.667,1.417,0.417,2.5
"BLIGHTED",0.421,0.368,0.579,0.842,0.368,3.579
"BLIMP",0.938,0,0.625,0,0,3.562
"BLIND",1.438,0.75,1.5,1.5,1,1.562
"BLIND DATE",3.121,0.333,1.515,1.273,0.788,3.242
"BLIND SPOT",0.632,0.105,0.368,0.421,0.105,2.895
"BLINDED",0.611,0,0.667,1.944,0,3.056
"BLINDER",0.167,0,0.944,0.111,0,3.722
"BLINDFOLD",0.111,0,2.667,0.778,0.056,2.833
"BLINDFOLDED",0.905,0.095,2.762,1.19,0.19,2.952
"BLINDING",0.211,0,0.263,1.211,0,3.579
"BLINDINGLY",0.25,0.15,0.45,0.9,0.25,2.9
"BLINDLY",0.7,0.15,1.1,1.55,0.1,1.9
"BLINDNESS",0.789,0.263,0.474,1.579,0.316,2.526
"BLINDSIDE",0.895,0,0.474,0.789,0.053,2.368
"BLING",0.632,0.053,1.895,0.053,0.053,4.579
"BLINK",0.158,0.105,0.842,1.684,0.053,3.947
"BLINKED",0.167,0,0.722,1.556,0,4.167
"BLINKER",1.529,0,0.353,0.118,0,3.765
"BLINKING",0.125,0,0.75,2.375,0,4
"BLINKS",0.471,0.294,0.882,1.765,0.294,4.118
"BLIP",3,0,0.077,0.769,0,2.462
"BLISS",1.333,0.944,0.722,3.222,0.556,1.944
"BLISSFUL",1.75,0.65,0.25,4.15,0.5,2.05
"BLISSFULLY",1.263,0.263,0.632,3.842,0.053,2
"BLISSFULNESS",1.778,0.333,0.556,4.389,0.611,2.278
"BLISTER",0,0.19,4.143,2.714,0,3.905
"BLISTERED",0,0,3.529,1.529,0.176,3.882
"BLISTERING",0.667,0.278,3.056,3,0.5,2.556
"BLISTERINGLY",0.789,0.421,2.474,1.579,0.474,1.737
"BLISTERY",0.684,0.211,2.684,1.947,0.158,2.737
"BLITHELY",2.6,0,0.267,0.8,0.133,2.133
"BLITHERING",3,0,0.154,0.615,0,1.846
"BLITZ",1.632,0.158,0.684,0.263,0.158,3.053
"BLIZZARD",1.941,0.059,1.941,1.294,0.412,4.353
"BLOAT",0.35,0,1.65,4.5,0.05,2.8
"BLOATED",1.059,1.118,1.059,4.059,0.765,2.118
"BLOATING",0.312,0,2.062,3.562,0.062,2.938
"BLOB",0.389,0.222,1.389,0.222,0.167,3.5
"BLOCK",0.946,0.27,2.27,0.568,0.216,3.459
"BLOCK DIAGRAM",0.267,0,0.4,0.2,0,4.2
"BLOCK OFF",1.389,0.278,1.833,1.333,0.278,3
"BLOCKADE",1.684,0.263,1.316,0.474,0.211,3.895
"BLOCKADER",1.615,0.231,0.923,0.692,0.308,2.692
"BLOCKAGE",0.737,0.105,2.053,1.421,0.105,3.263
"BLOCKBUSTER",2.158,0.053,0.105,0.158,0.053,3.421
"BLOCKED",1.75,0.05,2,1,0.25,3.85
"BLOCKER",0.368,0,1.474,0.474,0,3.053
"BLOCKHEAD",2,0,0.231,0.462,0,2.385
"BLOCKHEADED",2.833,0.167,0.722,0.944,0.111,3.056
"BLOCKHEADEDNESS",1.812,0.062,0.125,2.25,0.125,1.688
"BLOCKING",1.353,0.412,3.529,1.294,0.294,3.824
"BLOCKISH",1,0.143,2.429,0.429,0.071,4.214
"BLOG",0.95,0,0,0.15,0,4.15
"BLOGGER",0.842,0.105,0.211,0.263,0.053,2.947
"BLOGOSPHERE",0.846,0,0,0.231,0,3.923
"BLOKE",3,0,1.75,0.25,0.875,3.438
"BLOND",0.938,0.156,0.875,0.406,0.5,4.312
"BLONDE",0.235,0,0.294,0.412,0.059,4.647
"BLONDENESS",0.611,0,0.167,0.111,0,4
"BLONDISH",0.6,0.067,0.333,0.2,0.133,4.533
"BLONDNESS",0.765,0.059,0.471,0.353,0.176,3.765
"BLOOD",0.158,1.526,2.895,1.474,1.895,4.158
"BLOOD BANK",1,0.053,0.842,0.474,0.368,4
"BLOOD CELL",0.056,0.111,0.056,1.889,0.056,1.889
"BLOOD CLOT",0.111,0,0.944,3.222,0.222,2.278
"BLOOD GROUP",0.333,0.167,0.583,1.083,0.417,1.833
"BLOOD PLASMA",0.167,0.222,1.056,1.833,0.444,2.833
"BLOOD POISONING",0.312,0,0,2.875,0,0.75
"BLOOD PRESSURE",0.6,0,0.3,3.7,0,1
"BLOOD RELATIVE",2.316,0.053,1,1,0.421,3.316
"BLOOD SPORT",1.375,0.312,0.438,0.438,0.5,3.5
"BLOOD SUGAR",0.2,0.3,0.4,2.9,0.3,0.8
"BLOOD TEST",0.3,0.175,2.5,1.45,0.2,3.3
"BLOOD TRANSFUSION",0.562,0,1.062,2.688,0,2.938
"BLOOD VESSEL",0.303,0.121,1.424,2.061,0.152,3.242
"BLOODBATH",1.467,0,0.733,0.8,0.533,3.933
"BLOODCURDLING",3,0.294,1,3.353,1.294,3.118
"BLOODED",0.294,0,0.529,1,0.294,2.706
"BLOODHOUND",2.412,0.176,1.118,0.353,1.294,3.647
"BLOODIED",0.176,0.588,1.471,0.588,0.706,3.353
"BLOODILY",0.158,0.632,1.947,1.684,0.895,3.421
"BLOODINESS",0.351,0.324,1.514,1.135,0.946,3.757
"BLOODLESS",0.25,0.5,0.5,1.125,0.625,3.188
"BLOODLESSLY",0.938,0.375,0.75,1.188,0.312,2.812
"BLOODLESSNESS",0.556,0.056,0.556,1.278,0.222,1.778
"BLOODLINE",0.706,0,0,0.412,0,1.471
"BLOODLUST",0.556,0.556,0.389,1.389,0.611,1.722
"BLOODMOBILE",2,0.462,2.154,1.308,0.538,3.769
"BLOODSHED",1.588,0.059,1,0.882,0.824,3.882
"BLOODSHOT",0.05,0.15,0.1,1,0.15,3.8
"BLOODSTAIN",0,0,0.765,0,0.824,4.176
"BLOODSTAINED",0.4,0.3,1.1,0.55,0.65,4.45
"BLOODSTREAM",0.556,0.5,0.611,3.056,0.556,2.444
"BLOODSUCKER",1.25,0.375,1.812,1.375,0.375,2.938
"BLOODSUCKING",0.947,1.105,1.579,1.684,0.421,2.421
"BLOODTHIRSTILY",1.789,0.632,0.579,2.737,0.474,2.789
"BLOODTHIRSTINESS",1.353,0.529,0.294,2.235,0.412,2.235
"BLOODTHIRSTY",1.486,0.257,0.286,2.2,0.2,2.229
"BLOODWORM",0.118,0,0.882,0.059,0.059,3.588
"BLOODY",0.632,0.789,1.947,1.263,1.211,4.053
"BLOODY MARY",0.412,2.824,1.294,1.059,1.529,2.529
"BLOOM",0.125,0.25,1.938,0.875,2.375,4.125
"BLOOMER",0.286,0,1.857,0.214,1.5,3.714
"BLOOMERS",0.778,0,1.667,0.278,0.167,3.611
"BLOOMING",0.353,0.059,0.824,0.176,1.824,4.588
"BLOOMLESS",0.5,0.214,0.429,0.857,0.786,2.714
"BLOOPER",3.188,0.062,0.25,0.5,0,4.25
"BLOSSOM",0.412,0.235,2.294,0.412,2.235,3.471
"BLOSSOMED",0.361,0.139,1.194,0.806,1.528,3.389
"BLOSSOMLESS",0.143,0.086,0.657,0.314,0.371,3.543
"BLOT",0.188,0,1.5,0.188,0,4
"BLOT OUT",0.588,0,0.941,0.176,0.176,3.824
"BLOTCH",0.278,0.167,0.722,0.611,0,3.944
"BLOTCHED",0.389,0.167,1.444,0.333,0,3.722
"BLOTCHY",0.611,0.111,1.222,0.5,0.222,4.278
"BLOTTER",0.133,0,1.733,0,0.067,3.667
"BLOTTING",0.615,0,2.462,0.077,0,3.077
"BLOUSE",0.118,0,2.765,0.235,0.529,4
"BLOUSED",0.375,0,2.75,0.25,0,3.25
"BLOW",2.294,0.824,2.235,2.059,0.294,3.588
"BLOW DRYER",4.053,0,3,0.263,0.474,3.737
"BLOW OUT",2.19,0,0.81,0.714,0.429,2.857
"BLOW UP",2.895,0.158,1.474,0.632,0.526,4.526
"BLOWER",3,0,3,0.438,0.438,2.875
"BLOWFISH",0.353,1.235,0.824,0.059,0.353,3.471
"BLOWGUN",2.3,0.1,2.65,0.4,0.2,4
"BLOWHARD",3.071,0.429,0.929,1.5,0.357,2.357
"BLOWHOLE",1.353,0.412,0.765,0.353,0.412,3.529
"BLOWING",3.059,0.059,1.412,1.412,0.118,2.941
"BLOWJOB",2.158,3.368,4.632,3.947,1.579,4.053
"BLOWN",2.176,0.118,1,0.882,0.118,2.588
"BLOWOUT",2.889,0.222,0.556,0.722,0.056,3.889
"BLOWPIPE",1.857,0.429,2.543,0.286,0.371,3.429
"BLOWTORCH",2.588,0.176,2,0.412,1.118,4.235
"BLOWUP",2.765,0.235,0.941,0.647,0.412,3.765
"BLUBBER",0.684,0.789,2.474,0.316,0.579,3.789
"BLUBBERER",3.091,0,1.091,1,0.182,3.727
"BLUBBERING",4.118,0.235,1.059,1.765,0.235,3.412
"BLUBBERINGLY",2.812,0,0,0.125,0,2.625
"BLUBBERY",0.906,1.594,2.812,1.25,1,2.969
"BLUDGEON",1.786,0.214,2.071,0.643,0.143,3.5
"BLUDGEONED",1.944,0.111,1.722,1.722,0.389,3.611
"BLUE",0.25,0,0.15,0.5,0,4.45
"BLUE CHEESE",0,4.158,1.737,0.211,3.053,3.211
"BLUE CHIP",1.118,0.059,1.412,0.235,0,3.412
"BLUE COLLAR",1.524,0,0.333,0.143,0.095,3.238
"BLUE JEANS",0.294,0,3.588,0.706,0.412,4.765
"BLUEBEARD",1.786,0.286,0.571,0.286,0.286,3.786
"BLUEBERRY",0.053,4.421,2.895,0.158,3.421,4.105
"BLUEBIRD",3.684,0,0.526,0.211,0.053,3.842
"BLUEBLOOD",2.1,0.1,0.2,0.5,0.2,2.3
"BLUEBONNET",0.333,1.067,1.2,0,1.133,3.2
"BLUEBOOK",0.8,0.2,1.867,0.333,0.133,3.8
"BLUECOAT",0.438,0,1.062,0.188,0.062,3.438
"BLUEFIN",0.75,0.583,1,0.75,0.667,2.75
"BLUEFISH",0.421,1.421,1.684,0.105,1.684,3.632
"BLUEGRASS",3.75,0,0.688,0.375,0.125,2
"BLUEJAY",3.556,0,1.111,0,0.333,4.611
"BLUENESS",0.733,0,0.067,1.467,0.133,2.8
"BLUEPRINT",0.75,0.2,1.5,0.15,0.4,4
"BLUER",0.3,0,0.1,0.7,0,3.8
"BLUERAY",2.222,0,1.389,0.111,0,3.722
"BLUES",2.789,0,0.105,3.368,0,1.105
"BLUESMAN",3.455,0,0.273,0.364,0,3.455
"BLUETOOTH",2.375,0.075,0.5,0.075,0.025,2.775
"BLUFF",2.786,0.143,0.429,1,0.286,2.786
"BLUFFER",3.154,0.154,0.308,1.462,0.154,2.769
"BLUISH",0,0,0.333,0.667,0,4.133
"BLUISHNESS",0.118,0.059,0.706,1.529,0.059,3.353
"BLUNDER",1.786,0.214,0.429,1.143,0.143,2.5
"BLUNDERER",2.188,0.125,0.656,0.844,0.344,2.844
"BLUNDERING",2.05,0,0.55,1.65,0.1,2.7
"BLUNDERINGLY",2.111,0.111,0.889,0.944,0.111,2.556
"BLUNT",1.952,0.381,2.095,0.762,0.286,2.238
"BLUNTED",0.071,0.071,2.357,0.5,0.286,3.143
"BLUNTLY",3.722,0,0.278,0.167,0,2.111
"BLUNTNESS",2.882,0,1.765,0.824,0,1.941
"BLUR",0.312,0.062,0.375,0.312,0,4.25
"BLURB",2.15,0.25,0.55,0.5,0.15,2.5
"BLURRED",0.684,0.105,0.263,0.526,0.158,4.421
"BLURREDNESS",0.25,0,0.15,0.35,0,3.25
"BLURRINESS",0.222,0.111,0.222,0.444,0.111,4.444
"BLURRY",0,0,0.056,0.444,0,4.611
"BLURT",3.824,0.412,0.588,0.529,0.647,1.059
"BLURT OUT",3.795,0.077,0.077,0.667,0.051,1.154
"BLUSH",0,0,0.438,2.125,0,3.125
"BLUSHING",0.086,0,0.2,3.2,0,3.886
"BLUSHINGLY",0.444,0.056,0.5,2.889,0.111,4.056
"BLUSHLESS",0.45,0.25,0.55,1.2,0.35,3.1
"BLUSTERING",2.412,0.059,1.412,0.941,0,1.941
"BLUSTERINGLY",2.167,0,0.167,1.083,0,2.333
"BLUSTEROUS",2.385,0.077,1.846,1.462,0.154,1.769
"BLUSTEROUSLY",2.417,0.167,1.583,1.333,0.417,2.25
"BLUSTERY",1.4,0,1.533,1.133,0.2,2.067
"BOA",0.214,0,1.5,0.214,0,3.429
"BOA CONSTRICTOR",0.895,0.158,1.632,0.368,0.211,3.842
"BOAR",1.938,0.312,0.938,0.062,0.812,3.062
"BOARD",0.647,0,3.294,0.059,0.353,4.294
"BOARD GAME",2.1,0.25,3.35,0.45,0.5,4
"BOARD MEETING",4.176,0.118,0.529,1.235,0.176,4.176
"BOARD MEMBER",1.75,0,0.35,0.4,0,2.15
"BOARD UP",1.867,0,2.333,0,0.267,3.867
"BOARDER",0.741,0.037,0.778,0.259,0.037,2.889
"BOARDING",0.765,0,1.118,0.176,0.059,3.235
"BOARDING HOUSE",0.32,0,0.8,0,0.4,3.68
"BOARDING SCHOOL",1.444,0.278,0.722,0.778,0.5,2.944
"BOARDINGHOUSE",0.889,0,0.889,0.056,0.333,4.111
"BOARDROOM",1.833,0,1.722,0.111,0.667,4.167
"BOARDWALK",1.375,0.125,1.625,0.125,0.875,3.875
"BOAST",4.444,0.278,0.333,0.944,0,2.556
"BOASTER",3.833,0.333,1,0.667,0.333,2.167
"BOASTFUL",3.824,0,0,0.941,0,2.353
"BOASTFULLY",2.824,0,0,0.765,0.059,1.706
"BOASTFULNESS",3.579,0,0.263,1.684,0,2.158
"BOASTING",3.462,0.231,0.308,1.923,0.077,1.538
"BOAT",1.895,0.263,2.158,0.421,0.632,3.632
"BOATBUILDING",1.474,0.158,1.842,0.421,0.368,3.632
"BOATER",1.533,0,1,0.6,0.467,3.533
"BOATHOUSE",1.125,0.125,1.344,0.062,0.406,3.406
"BOATING",2.278,0,0.944,1.444,1.333,3.833
"BOATLOAD",0.722,0,0.444,0.056,0.111,2.889
"BOATMAN",1.647,0,0.471,0.059,0.294,3.353
"BOATMANSHIP",0.889,0.222,1.111,1.389,0.222,2.778
"BOATWOMAN",2.278,0.167,1.611,0.667,0.611,3.722
"BOATYARD",1.333,0.222,0.611,0.222,0.667,3.444
"BOB",1,0.118,0.824,0.353,0.412,3.118
"BOBBED",0.385,0.077,1.462,0.154,0,2.538
"BOBBING",1,0.529,1.824,2,0.235,3.765
"BOBBLE",0.294,0,1.471,0.647,0,3.471
"BOBCAT",2.375,0.188,1.188,0,0.75,4.188
"BOBSLED",1.2,0,1.733,0.533,0.067,4.067
"BOBSLEDDER",2,0,1.176,0.471,0.059,4.118
"BOBSLEIGH",0.647,0.059,2.353,0.176,0.059,3.647
"BOBTAIL",0.333,0.133,1.8,0.333,0.2,3.8
"BODACIOUS",0.875,0.688,1.188,1.312,0.688,3.312
"BODE",1.368,0.158,0.105,1.263,0.105,1.737
"BODICE",0,0,2.75,0.167,0.083,3.417
"BODIED",0.375,0.5,1.438,0.75,0.188,2.188
"BODILESS",0.294,0.118,0.647,1.588,0.059,1.941
"BODILY",1.312,1.062,2.125,3,1.5,2.875
"BODY",2.105,0.789,3.895,2.526,2.368,4.316
"BODY ARMOR",0.688,0,3.5,0.75,0.062,4.062
"BODY BUILDING",0.588,0,0.824,1.588,0.118,3.471
"BODY LANGUAGE",0.444,0,0.778,0.778,0,4.556
"BODY LOTION",0.895,0.632,4.053,0.842,3.368,3.211
"BODY ODOR",0.312,0.125,0.438,0.75,4.688,0.5
"BODY PART",1.389,1.444,4.278,3.111,1.889,4.444
"BODY STOCKING",0.765,0.294,3.294,0.471,0.471,3.882
"BODY WEIGHT",0.111,0,1.667,2.5,0,3.667
"BODYBUILDER",1.125,0.312,2.062,1.688,0.875,3.875
"BODYBUILDING",0.833,0,2,1.667,0.444,3.667
"BODYGUARD",1.943,0,1.143,0.286,0.343,3.686
"BODYSURF",0.789,0.158,1.947,1.526,0.316,3.421
"BODYWORK",1.235,0.176,2.529,2.176,0.588,3.765
"BOG",0.895,0.053,1.632,0.158,1.526,3.895
"BOGEY",1.24,0.08,0.44,0.2,0.08,3.36
"BOGEYMAN",1.941,0.176,0.588,1,0.529,2.765
"BOGGED DOWN",1.833,0.333,1.5,2.778,0.333,2.5
"BOGGINESS",1,0.333,1.8,1.133,0.8,3.067
"BOGGLE",1.2,0,0.4,1.267,0,1.133
"BOGGY",1.062,0,0.938,0.688,0.875,2.688
"BOGUS",1.579,0.158,0.526,1.421,0.421,1.579
