concept,domain,subtype,source_dataset,notes,polysemy_risk,image_source,image_quality_flag,human_anchor_available
sea_urchin,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
seafood,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
seagull,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
seahorse,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
seal,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
seaplane,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
seatbelt,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
seaweed,sensory,"plant, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
seed,sensory,fruit,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
seesaw,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
seismograph,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sequin,sensory,decoration,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sewage,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sewing_kit,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sewing_machine,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shaker,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shark,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shaving_cream,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shawl,sensory,"clothing, clothing accessory",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shears,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sheath,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sheep,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sheet,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shelf,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shell1,sensory,Noun,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
shell2,sensory,Noun,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
shell3,sensory,Noun,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
shield,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ship,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shirt,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shoe,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shoe_polish,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shoehorn,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shoelace,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shopping_basket,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shopping_cart,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shortbread,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shorts,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shoulder,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shovel,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shower,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shower_cap,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shower_curtain,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
showerhead,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shredder,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shrimp,sensory,"animal, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shuffleboard,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
shutter,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sickle,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sidecar,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sifter,sensory,kitchen tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
silicone,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
silverware,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sim_card,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sink,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
siren,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
skateboard,sensory,"toy, vehicle, sports equipment",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
skeleton,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
skewer,sensory,kitchen tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ski,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ski_boots,sensory,"sports equipment, clothing",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ski_lift,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ski_pole,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
skin,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
skirt,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
skull,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
skunk,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sled,sensory,"vehicle, sports equipment",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sledgehammer,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sleeping_bag,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
slicer,sensory,"electronic device, kitchen appliance",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
slide,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
slime,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sling,sensory,medical equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
slingshot,sensory,"weapon, toy",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
slipper,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
slot,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
slot_machine,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sloth,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
slug,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
smoke_alarm,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
smoothie,sensory,drink,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snack,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snail,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snake,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snorkel,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snow,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snowball,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snowboard,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snowman,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snowmobile,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snowplow,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snowshoe,sensory,"sports equipment, clothing",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
snowsuit,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
soap,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
soccer_ball,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sock,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
soda,sensory,drink,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
soda_fountain,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sofa_bed,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
solar_panel,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
soldering_iron,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sombrero,sensory,"clothing, clothing accessory",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sonogram,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sorbet,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
souffle,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
soup,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
soy_sauce,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
space_shuttle,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spacesuit,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spaghetti,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spam,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spareribs,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spark_plug,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sparkler,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spatula,sensory,"kitchen tool, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
speaker,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spear,sensory,weapon,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
speedboat,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
speedometer,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spider,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spider_web,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spinach,sensory,"plant, food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
splinter,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sponge,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spool,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spoon,sensory,"kitchen tool, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spout,sensory,Verb,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spring_roll,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
springboard,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sprinkler,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sprouts,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
spur,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
squash,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
squeegee,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
squid,sensory,"animal, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
squirrel,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
squirt_gun,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stained_glass,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stair,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stake,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stalagmite,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stamp1,sensory,Noun,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
stamp2,sensory,tool,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
staple,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
staple_gun,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stapler,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
star_fruit,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
starfish,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
station_wagon,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
statue,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
steak,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
steamroller,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
steering_wheel,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stem,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
step_stool,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stereo,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stethoscope,sensory,medical equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stew,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stick,sensory,Verb,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sticker,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stiletto,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stilt,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stingray,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stir_fry,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stirrup,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stockings,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stomach,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stool,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stopwatch,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stove1,sensory,kitchen appliance,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
stove2,sensory,kitchen appliance,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
straightjacket,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
strainer,sensory,kitchen tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
strap,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
straw1,sensory,Noun,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
straw2,sensory,Noun,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
strawberry,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
streetlight,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stretcher,sensory,medical equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
string_cheese,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stroller,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stuffing,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
stump,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
submarine,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
subway,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sugar_cube,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
suit,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
suitcase,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sundae,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sundial,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sunflower,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sunglasses,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sunroof,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
surfboard,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sushi,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
suspenders,sensory,"clothing, clothing accessory",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
swab,sensory,medical equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
swan,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sweater,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sweatsuit,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sweeper,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sweet_potato,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
swimming_pool,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
swimsuit,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
swing,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
swing_set,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
switch,sensory,Verb,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
swizzle_stick,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
sword,sensory,weapon,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
swordfish,sensory,"animal, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
syringe,sensory,"medical equipment, container",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
syrup,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
t-shirt,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tab,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
table,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tablecloth,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tablet,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tack,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tackle,sensory,Verb,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
taco,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tadpole,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
taffy,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tag,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
taillight,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tamale,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tambourine,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tank1,sensory,weapon,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
tank2,sensory,container,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
tape,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tape_measure,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tape_recorder,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tapestry,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tarantula,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
target,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tarp,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tattoo,sensory,decoration,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
taxi,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tea,sensory,drink,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
teabag,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
teacup,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
teapot,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
teddy_bear,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tee,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
teepee,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
telegraph,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
telephone_pole,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
telescope,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
television,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tennis_ball,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tent,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
terrarium,sensory,"home decor, container",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
test_tube,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
thermometer,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
thermos,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
thermostat,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
thimble,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
thorn,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
thread,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
throne,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
thumb,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
thumbtack,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tiara,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tick,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ticktacktoe,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tie,sensory,"clothing, clothing accessory",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tiger,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tile,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
timer,sensory,kitchen tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tinsel,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tiramisu,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toad,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toast,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toaster,sensory,"electronic device, kitchen appliance",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toaster_oven,sensory,"electronic device, kitchen appliance",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toe,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toga,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toilet,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toilet_paper,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tomato,sensory,"food, vegetable, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tomato_sauce,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tongs,sensory,"kitchen tool, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tongue,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tool,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toolbox,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tooth,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toothbrush,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toothpaste,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toothpick,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
top_hat,sensory,"clothing, clothing accessory",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
torch,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
torpedo,sensory,weapon,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
torso,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tortellini,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tortilla,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tostada,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
totem_pole,sensory,decoration,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toucan,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
touchpad,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
towel,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
towel_rack,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
toy,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tractor,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
traffic_light,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trailer,sensory,"container, vehicle",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
train,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
train_car,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
train_set,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trampoline,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trap,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trapdoor,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trashcan,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tray,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
treadmill,sensory,"electronic device, sports equipment",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
treasure,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tree,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tree_trunk,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
triangle,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tricycle,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trident,sensory,"weapon, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trigger,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
tripod,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
trolley,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
