concept,subtype,matched_image,degraded_image,status,source_kind,notes
ruler,tool,data/images/things_max/ruler.jpg,data/images/things_max/degraded/ruler.png,ready,things_archive,THINGS archive image and degraded derivative available
rust,Noun,data/images/things_max/rust.jpg,data/images/things_max/degraded/rust.png,ready,things_archive,THINGS archive image and degraded derivative available
saddle,sports equipment,data/images/things_max/saddle.jpg,data/images/things_max/degraded/saddle.png,ready,things_archive,THINGS archive image and degraded derivative available
safety_pin,#N/A,data/images/things_max/safety_pin.jpg,data/images/things_max/degraded/safety_pin.png,ready,things_archive,THINGS archive image and degraded derivative available
saffron,food,data/images/things_max/saffron.jpg,data/images/things_max/degraded/saffron.png,ready,things_archive,THINGS archive image and degraded derivative available
sail,Verb,data/images/things_max/sail.jpg,data/images/things_max/degraded/sail.png,ready,things_archive,THINGS archive image and degraded derivative available
sailboat,vehicle,data/images/things_max/sailboat.jpg,data/images/things_max/degraded/sailboat.png,ready,things_archive,THINGS archive image and degraded derivative available
salad,food,data/images/things_max/salad.jpg,data/images/things_max/degraded/salad.png,ready,things_archive,THINGS archive image and degraded derivative available
salami,food,data/images/things_max/salami.jpg,data/images/things_max/degraded/salami.png,ready,things_archive,THINGS archive image and degraded derivative available
saltshaker,container,data/images/things_max/saltshaker.jpg,data/images/things_max/degraded/saltshaker.png,ready,things_archive,THINGS archive image and degraded derivative available
sand,Noun,data/images/things_max/sand.jpg,data/images/things_max/degraded/sand.png,ready,things_archive,THINGS archive image and degraded derivative available
sandal,clothing,data/images/things_max/sandal.jpg,data/images/things_max/degraded/sandal.png,ready,things_archive,THINGS archive image and degraded derivative available
sandbag,container,data/images/things_max/sandbag.jpg,data/images/things_max/degraded/sandbag.png,ready,things_archive,THINGS archive image and degraded derivative available
sandbox,toy,data/images/things_max/sandbox.jpg,data/images/things_max/degraded/sandbox.png,ready,things_archive,THINGS archive image and degraded derivative available
sandcastle,Noun,data/images/things_max/sandcastle.jpg,data/images/things_max/degraded/sandcastle.png,ready,things_archive,THINGS archive image and degraded derivative available
sandpaper,tool,data/images/things_max/sandpaper.jpg,data/images/things_max/degraded/sandpaper.png,ready,things_archive,THINGS archive image and degraded derivative available
sandwich,food,data/images/things_max/sandwich.jpg,data/images/things_max/degraded/sandwich.png,ready,things_archive,THINGS archive image and degraded derivative available
sarcophagus,container,data/images/things_max/sarcophagus.jpg,data/images/things_max/degraded/sarcophagus.png,ready,things_archive,THINGS archive image and degraded derivative available
sardine,"animal, food",data/images/things_max/sardine.jpg,data/images/things_max/degraded/sardine.png,ready,things_archive,THINGS archive image and degraded derivative available
satellite,Noun,data/images/things_max/satellite.jpg,data/images/things_max/degraded/satellite.png,ready,things_archive,THINGS archive image and degraded derivative available
satellite_dish,#N/A,data/images/things_max/satellite_dish.jpg,data/images/things_max/degraded/satellite_dish.png,ready,things_archive,THINGS archive image and degraded derivative available
sauce,food,data/images/things_max/sauce.jpg,data/images/things_max/degraded/sauce.png,ready,things_archive,THINGS archive image and degraded derivative available
saucer,Noun,data/images/things_max/saucer.jpg,data/images/things_max/degraded/saucer.png,ready,things_archive,THINGS archive image and degraded derivative available
sauerkraut,food,data/images/things_max/sauerkraut.jpg,data/images/things_max/degraded/sauerkraut.png,ready,things_archive,THINGS archive image and degraded derivative available
sausage,food,data/images/things_max/sausage.jpg,data/images/things_max/degraded/sausage.png,ready,things_archive,THINGS archive image and degraded derivative available
saw,tool,data/images/things_max/saw.jpg,data/images/things_max/degraded/saw.png,ready,things_archive,THINGS archive image and degraded derivative available
sawhorse,tool,data/images/things_max/sawhorse.jpg,data/images/things_max/degraded/sawhorse.png,ready,things_archive,THINGS archive image and degraded derivative available
saxophone,musical instrument,data/images/things_max/saxophone.jpg,data/images/things_max/degraded/saxophone.png,ready,things_archive,THINGS archive image and degraded derivative available
scaffold,Noun,data/images/things_max/scaffold.jpg,data/images/things_max/degraded/scaffold.png,ready,things_archive,THINGS archive image and degraded derivative available
scaffolding,Noun,data/images/things_max/scaffolding.jpg,data/images/things_max/degraded/scaffolding.png,ready,things_archive,THINGS archive image and degraded derivative available
scale,Noun,data/images/things_max/scale.jpg,data/images/things_max/degraded/scale.png,ready,things_archive,THINGS archive image and degraded derivative available
scallion,"food, vegetable",data/images/things_max/scallion.jpg,data/images/things_max/degraded/scallion.png,ready,things_archive,THINGS archive image and degraded derivative available
scallop,"animal, food",data/images/things_max/scallop.jpg,data/images/things_max/degraded/scallop.png,ready,things_archive,THINGS archive image and degraded derivative available
scalpel,"medical equipment, weapon, tool",data/images/things_max/scalpel.jpg,data/images/things_max/degraded/scalpel.png,ready,things_archive,THINGS archive image and degraded derivative available
scanner,electronic device,data/images/things_max/scanner.jpg,data/images/things_max/degraded/scanner.png,ready,things_archive,THINGS archive image and degraded derivative available
scarecrow,home decor,data/images/things_max/scarecrow.jpg,data/images/things_max/degraded/scarecrow.png,ready,things_archive,THINGS archive image and degraded derivative available
scarf,"clothing, clothing accessory",data/images/things_max/scarf.jpg,data/images/things_max/degraded/scarf.png,ready,things_archive,THINGS archive image and degraded derivative available
school_bus,vehicle,data/images/things_max/school_bus.jpg,data/images/things_max/degraded/school_bus.png,ready,things_archive,THINGS archive image and degraded derivative available
scissors,"office supply, weapon, tool",data/images/things_max/scissors.jpg,data/images/things_max/degraded/scissors.png,ready,things_archive,THINGS archive image and degraded derivative available
scone,food,data/images/things_max/scone.jpg,data/images/things_max/degraded/scone.png,ready,things_archive,THINGS archive image and degraded derivative available
scoop,"kitchen tool, tool",data/images/things_max/scoop.jpg,data/images/things_max/degraded/scoop.png,ready,things_archive,THINGS archive image and degraded derivative available
scooter,"toy, vehicle",data/images/things_max/scooter.jpg,data/images/things_max/degraded/scooter.png,ready,things_archive,THINGS archive image and degraded derivative available
scoreboard,sports equipment,data/images/things_max/scoreboard.jpg,data/images/things_max/degraded/scoreboard.png,ready,things_archive,THINGS archive image and degraded derivative available
scorpion,animal,data/images/things_max/scorpion.jpg,data/images/things_max/degraded/scorpion.png,ready,things_archive,THINGS archive image and degraded derivative available
scrabble,Noun,data/images/things_max/scrabble.jpg,data/images/things_max/degraded/scrabble.png,ready,things_archive,THINGS archive image and degraded derivative available
scrambled_egg,food,data/images/things_max/scrambled_egg.jpg,data/images/things_max/degraded/scrambled_egg.png,ready,things_archive,THINGS archive image and degraded derivative available
scraper,tool,data/images/things_max/scraper.jpg,data/images/things_max/degraded/scraper.png,ready,things_archive,THINGS archive image and degraded derivative available
screen1,electronic device,data/images/things_max/screen1.jpg,data/images/things_max/degraded/screen1.png,ready,things_archive,THINGS archive image and degraded derivative available
screen2,Noun,data/images/things_max/screen2.jpg,data/images/things_max/degraded/screen2.png,ready,things_archive,THINGS archive image and degraded derivative available
screw,tool,data/images/things_max/screw.jpg,data/images/things_max/degraded/screw.png,ready,things_archive,THINGS archive image and degraded derivative available
screwdriver,tool,data/images/things_max/screwdriver.jpg,data/images/things_max/degraded/screwdriver.png,ready,things_archive,THINGS archive image and degraded derivative available
scuba,sports equipment,data/images/things_max/scuba.jpg,data/images/things_max/degraded/scuba.png,ready,things_archive,THINGS archive image and degraded derivative available
sea_urchin,animal,data/images/things_max/sea_urchin.jpg,data/images/things_max/degraded/sea_urchin.png,ready,things_archive,THINGS archive image and degraded derivative available
seafood,food,data/images/things_max/seafood.jpg,data/images/things_max/degraded/seafood.png,ready,things_archive,THINGS archive image and degraded derivative available
seagull,"animal, bird",data/images/things_max/seagull.jpg,data/images/things_max/degraded/seagull.png,ready,things_archive,THINGS archive image and degraded derivative available
seahorse,animal,data/images/things_max/seahorse.jpg,data/images/things_max/degraded/seahorse.png,ready,things_archive,THINGS archive image and degraded derivative available
seal,animal,data/images/things_max/seal.jpg,data/images/things_max/degraded/seal.png,ready,things_archive,THINGS archive image and degraded derivative available
seaplane,vehicle,data/images/things_max/seaplane.jpg,data/images/things_max/degraded/seaplane.png,ready,things_archive,THINGS archive image and degraded derivative available
seatbelt,part of car,data/images/things_max/seatbelt.jpg,data/images/things_max/degraded/seatbelt.png,ready,things_archive,THINGS archive image and degraded derivative available
seaweed,"plant, food",data/images/things_max/seaweed.jpg,data/images/things_max/degraded/seaweed.png,ready,things_archive,THINGS archive image and degraded derivative available
seed,fruit,data/images/things_max/seed.jpg,data/images/things_max/degraded/seed.png,ready,things_archive,THINGS archive image and degraded derivative available
seesaw,toy,data/images/things_max/seesaw.jpg,data/images/things_max/degraded/seesaw.png,ready,things_archive,THINGS archive image and degraded derivative available
seismograph,Noun,data/images/things_max/seismograph.jpg,data/images/things_max/degraded/seismograph.png,ready,things_archive,THINGS archive image and degraded derivative available
sequin,decoration,data/images/things_max/sequin.jpg,data/images/things_max/degraded/sequin.png,ready,things_archive,THINGS archive image and degraded derivative available
sewage,Noun,data/images/things_max/sewage.jpg,data/images/things_max/degraded/sewage.png,ready,things_archive,THINGS archive image and degraded derivative available
sewing_kit,#N/A,data/images/things_max/sewing_kit.jpg,data/images/things_max/degraded/sewing_kit.png,ready,things_archive,THINGS archive image and degraded derivative available
sewing_machine,electronic device,data/images/things_max/sewing_machine.jpg,data/images/things_max/degraded/sewing_machine.png,ready,things_archive,THINGS archive image and degraded derivative available
shaker,container,data/images/things_max/shaker.jpg,data/images/things_max/degraded/shaker.png,ready,things_archive,THINGS archive image and degraded derivative available
shark,animal,data/images/things_max/shark.jpg,data/images/things_max/degraded/shark.png,ready,things_archive,THINGS archive image and degraded derivative available
shaving_cream,#N/A,data/images/things_max/shaving_cream.jpg,data/images/things_max/degraded/shaving_cream.png,ready,things_archive,THINGS archive image and degraded derivative available
shawl,"clothing, clothing accessory",data/images/things_max/shawl.jpg,data/images/things_max/degraded/shawl.png,ready,things_archive,THINGS archive image and degraded derivative available
shears,tool,data/images/things_max/shears.jpg,data/images/things_max/degraded/shears.png,ready,things_archive,THINGS archive image and degraded derivative available
sheath,Noun,data/images/things_max/sheath.jpg,data/images/things_max/degraded/sheath.png,ready,things_archive,THINGS archive image and degraded derivative available
sheep,animal,data/images/things_max/sheep.jpg,data/images/things_max/degraded/sheep.png,ready,things_archive,THINGS archive image and degraded derivative available
sheet,Noun,data/images/things_max/sheet.jpg,data/images/things_max/degraded/sheet.png,ready,things_archive,THINGS archive image and degraded derivative available
shelf,furniture,data/images/things_max/shelf.jpg,data/images/things_max/degraded/shelf.png,ready,things_archive,THINGS archive image and degraded derivative available
shell1,Noun,data/images/things_max/shell1.jpg,data/images/things_max/degraded/shell1.png,ready,things_archive,THINGS archive image and degraded derivative available
shell2,Noun,data/images/things_max/shell2.jpg,data/images/things_max/degraded/shell2.png,ready,things_archive,THINGS archive image and degraded derivative available
shell3,Noun,data/images/things_max/shell3.jpg,data/images/things_max/degraded/shell3.png,ready,things_archive,THINGS archive image and degraded derivative available
shield,Noun,data/images/things_max/shield.jpg,data/images/things_max/degraded/shield.png,ready,things_archive,THINGS archive image and degraded derivative available
ship,vehicle,data/images/things_max/ship.jpg,data/images/things_max/degraded/ship.png,ready,things_archive,THINGS archive image and degraded derivative available
shirt,clothing,data/images/things_max/shirt.jpg,data/images/things_max/degraded/shirt.png,ready,things_archive,THINGS archive image and degraded derivative available
shoe,clothing,data/images/things_max/shoe.jpg,data/images/things_max/degraded/shoe.png,ready,things_archive,THINGS archive image and degraded derivative available
shoe_polish,#N/A,data/images/things_max/shoe_polish.jpg,data/images/things_max/degraded/shoe_polish.png,ready,things_archive,THINGS archive image and degraded derivative available
shoehorn,tool,data/images/things_max/shoehorn.jpg,data/images/things_max/degraded/shoehorn.png,ready,things_archive,THINGS archive image and degraded derivative available
shoelace,Noun,data/images/things_max/shoelace.jpg,data/images/things_max/degraded/shoelace.png,ready,things_archive,THINGS archive image and degraded derivative available
shopping_basket,container,data/images/things_max/shopping_basket.jpg,data/images/things_max/degraded/shopping_basket.png,ready,things_archive,THINGS archive image and degraded derivative available
shopping_cart,container,data/images/things_max/shopping_cart.jpg,data/images/things_max/degraded/shopping_cart.png,ready,things_archive,THINGS archive image and degraded derivative available
shortbread,"food, dessert",data/images/things_max/shortbread.jpg,data/images/things_max/degraded/shortbread.png,ready,things_archive,THINGS archive image and degraded derivative available
shorts,clothing,data/images/things_max/shorts.jpg,data/images/things_max/degraded/shorts.png,ready,things_archive,THINGS archive image and degraded derivative available
shoulder,body part,data/images/things_max/shoulder.jpg,data/images/things_max/degraded/shoulder.png,ready,things_archive,THINGS archive image and degraded derivative available
shovel,tool,data/images/things_max/shovel.jpg,data/images/things_max/degraded/shovel.png,ready,things_archive,THINGS archive image and degraded derivative available
shower,Noun,data/images/things_max/shower.jpg,data/images/things_max/degraded/shower.png,ready,things_archive,THINGS archive image and degraded derivative available
shower_cap,clothing,data/images/things_max/shower_cap.jpg,data/images/things_max/degraded/shower_cap.png,ready,things_archive,THINGS archive image and degraded derivative available
shower_curtain,#N/A,data/images/things_max/shower_curtain.jpg,data/images/things_max/degraded/shower_curtain.png,ready,things_archive,THINGS archive image and degraded derivative available
showerhead,Noun,data/images/things_max/showerhead.jpg,data/images/things_max/degraded/showerhead.png,ready,things_archive,THINGS archive image and degraded derivative available
shredder,electronic device,data/images/things_max/shredder.jpg,data/images/things_max/degraded/shredder.png,ready,things_archive,THINGS archive image and degraded derivative available
shrimp,"animal, food",data/images/things_max/shrimp.jpg,data/images/things_max/degraded/shrimp.png,ready,things_archive,THINGS archive image and degraded derivative available
shuffleboard,Noun,data/images/things_max/shuffleboard.jpg,data/images/things_max/degraded/shuffleboard.png,ready,things_archive,THINGS archive image and degraded derivative available
shutter,Noun,data/images/things_max/shutter.jpg,data/images/things_max/degraded/shutter.png,ready,things_archive,THINGS archive image and degraded derivative available
sickle,tool,data/images/things_max/sickle.jpg,data/images/things_max/degraded/sickle.png,ready,things_archive,THINGS archive image and degraded derivative available
sidecar,Noun,data/images/things_max/sidecar.jpg,data/images/things_max/degraded/sidecar.png,ready,things_archive,THINGS archive image and degraded derivative available
sifter,kitchen tool,data/images/things_max/sifter.jpg,data/images/things_max/degraded/sifter.png,ready,things_archive,THINGS archive image and degraded derivative available
silicone,Noun,data/images/things_max/silicone.jpg,data/images/things_max/degraded/silicone.png,ready,things_archive,THINGS archive image and degraded derivative available
silverware,Noun,data/images/things_max/silverware.jpg,data/images/things_max/degraded/silverware.png,ready,things_archive,THINGS archive image and degraded derivative available
sim_card,#N/A,data/images/things_max/sim_card.jpg,data/images/things_max/degraded/sim_card.png,ready,things_archive,THINGS archive image and degraded derivative available
sink,Noun,data/images/things_max/sink.jpg,data/images/things_max/degraded/sink.png,ready,things_archive,THINGS archive image and degraded derivative available
siren,Noun,data/images/things_max/siren.jpg,data/images/things_max/degraded/siren.png,ready,things_archive,THINGS archive image and degraded derivative available
skateboard,"toy, vehicle, sports equipment",data/images/things_max/skateboard.jpg,data/images/things_max/degraded/skateboard.png,ready,things_archive,THINGS archive image and degraded derivative available
skeleton,body part,data/images/things_max/skeleton.jpg,data/images/things_max/degraded/skeleton.png,ready,things_archive,THINGS archive image and degraded derivative available
skewer,kitchen tool,data/images/things_max/skewer.jpg,data/images/things_max/degraded/skewer.png,ready,things_archive,THINGS archive image and degraded derivative available
ski,sports equipment,data/images/things_max/ski.jpg,data/images/things_max/degraded/ski.png,ready,things_archive,THINGS archive image and degraded derivative available
ski_boots,"sports equipment, clothing",data/images/things_max/ski_boots.jpg,data/images/things_max/degraded/ski_boots.png,ready,things_archive,THINGS archive image and degraded derivative available
ski_lift,#N/A,data/images/things_max/ski_lift.jpg,data/images/things_max/degraded/ski_lift.png,ready,things_archive,THINGS archive image and degraded derivative available
ski_pole,sports equipment,data/images/things_max/ski_pole.jpg,data/images/things_max/degraded/ski_pole.png,ready,things_archive,THINGS archive image and degraded derivative available
skin,body part,data/images/things_max/skin.jpg,data/images/things_max/degraded/skin.png,ready,things_archive,THINGS archive image and degraded derivative available
skirt,clothing,data/images/things_max/skirt.jpg,data/images/things_max/degraded/skirt.png,ready,things_archive,THINGS archive image and degraded derivative available
skull,body part,data/images/things_max/skull.jpg,data/images/things_max/degraded/skull.png,ready,things_archive,THINGS archive image and degraded derivative available
skunk,animal,data/images/things_max/skunk.jpg,data/images/things_max/degraded/skunk.png,ready,things_archive,THINGS archive image and degraded derivative available
sled,"vehicle, sports equipment",data/images/things_max/sled.jpg,data/images/things_max/degraded/sled.png,ready,things_archive,THINGS archive image and degraded derivative available
sledgehammer,tool,data/images/things_max/sledgehammer.jpg,data/images/things_max/degraded/sledgehammer.png,ready,things_archive,THINGS archive image and degraded derivative available
sleeping_bag,container,data/images/things_max/sleeping_bag.jpg,data/images/things_max/degraded/sleeping_bag.png,ready,things_archive,THINGS archive image and degraded derivative available
slicer,"electronic device, kitchen appliance",data/images/things_max/slicer.jpg,data/images/things_max/degraded/slicer.png,ready,things_archive,THINGS archive image and degraded derivative available
slide,toy,data/images/things_max/slide.jpg,data/images/things_max/degraded/slide.png,ready,things_archive,THINGS archive image and degraded derivative available
slime,toy,data/images/things_max/slime.jpg,data/images/things_max/degraded/slime.png,ready,things_archive,THINGS archive image and degraded derivative available
sling,medical equipment,data/images/things_max/sling.jpg,data/images/things_max/degraded/sling.png,ready,things_archive,THINGS archive image and degraded derivative available
slingshot,"weapon, toy",data/images/things_max/slingshot.jpg,data/images/things_max/degraded/slingshot.png,ready,things_archive,THINGS archive image and degraded derivative available
slipper,clothing,data/images/things_max/slipper.jpg,data/images/things_max/degraded/slipper.png,ready,things_archive,THINGS archive image and degraded derivative available
slot,Noun,data/images/things_max/slot.jpg,data/images/things_max/degraded/slot.png,ready,things_archive,THINGS archive image and degraded derivative available
slot_machine,electronic device,data/images/things_max/slot_machine.jpg,data/images/things_max/degraded/slot_machine.png,ready,things_archive,THINGS archive image and degraded derivative available
sloth,animal,data/images/things_max/sloth.jpg,data/images/things_max/degraded/sloth.png,ready,things_archive,THINGS archive image and degraded derivative available
slug,animal,data/images/things_max/slug.jpg,data/images/things_max/degraded/slug.png,ready,things_archive,THINGS archive image and degraded derivative available
smoke_alarm,electronic device,data/images/things_max/smoke_alarm.jpg,data/images/things_max/degraded/smoke_alarm.png,ready,things_archive,THINGS archive image and degraded derivative available
smoothie,drink,data/images/things_max/smoothie.jpg,data/images/things_max/degraded/smoothie.png,ready,things_archive,THINGS archive image and degraded derivative available
snack,food,data/images/things_max/snack.jpg,data/images/things_max/degraded/snack.png,ready,things_archive,THINGS archive image and degraded derivative available
snail,animal,data/images/things_max/snail.jpg,data/images/things_max/degraded/snail.png,ready,things_archive,THINGS archive image and degraded derivative available
snake,animal,data/images/things_max/snake.jpg,data/images/things_max/degraded/snake.png,ready,things_archive,THINGS archive image and degraded derivative available
snorkel,sports equipment,data/images/things_max/snorkel.jpg,data/images/things_max/degraded/snorkel.png,ready,things_archive,THINGS archive image and degraded derivative available
snow,Noun,data/images/things_max/snow.jpg,data/images/things_max/degraded/snow.png,ready,things_archive,THINGS archive image and degraded derivative available
snowball,toy,data/images/things_max/snowball.jpg,data/images/things_max/degraded/snowball.png,ready,things_archive,THINGS archive image and degraded derivative available
snowboard,sports equipment,data/images/things_max/snowboard.jpg,data/images/things_max/degraded/snowboard.png,ready,things_archive,THINGS archive image and degraded derivative available
snowman,Noun,data/images/things_max/snowman.jpg,data/images/things_max/degraded/snowman.png,ready,things_archive,THINGS archive image and degraded derivative available
snowmobile,vehicle,data/images/things_max/snowmobile.jpg,data/images/things_max/degraded/snowmobile.png,ready,things_archive,THINGS archive image and degraded derivative available
snowplow,vehicle,data/images/things_max/snowplow.jpg,data/images/things_max/degraded/snowplow.png,ready,things_archive,THINGS archive image and degraded derivative available
snowshoe,"sports equipment, clothing",data/images/things_max/snowshoe.jpg,data/images/things_max/degraded/snowshoe.png,ready,things_archive,THINGS archive image and degraded derivative available
snowsuit,clothing,data/images/things_max/snowsuit.jpg,data/images/things_max/degraded/snowsuit.png,ready,things_archive,THINGS archive image and degraded derivative available
soap,Noun,data/images/things_max/soap.jpg,data/images/things_max/degraded/soap.png,ready,things_archive,THINGS archive image and degraded derivative available
soccer_ball,sports equipment,data/images/things_max/soccer_ball.jpg,data/images/things_max/degraded/soccer_ball.png,ready,things_archive,THINGS archive image and degraded derivative available
sock,clothing,data/images/things_max/sock.jpg,data/images/things_max/degraded/sock.png,ready,things_archive,THINGS archive image and degraded derivative available
soda,drink,data/images/things_max/soda.jpg,data/images/things_max/degraded/soda.png,ready,things_archive,THINGS archive image and degraded derivative available
soda_fountain,#N/A,data/images/things_max/soda_fountain.jpg,data/images/things_max/degraded/soda_fountain.png,ready,things_archive,THINGS archive image and degraded derivative available
sofa_bed,furniture,data/images/things_max/sofa_bed.jpg,data/images/things_max/degraded/sofa_bed.png,ready,things_archive,THINGS archive image and degraded derivative available
solar_panel,#N/A,data/images/things_max/solar_panel.jpg,data/images/things_max/degraded/solar_panel.png,ready,things_archive,THINGS archive image and degraded derivative available
soldering_iron,tool,data/images/things_max/soldering_iron.jpg,data/images/things_max/degraded/soldering_iron.png,ready,things_archive,THINGS archive image and degraded derivative available
sombrero,"clothing, clothing accessory",data/images/things_max/sombrero.jpg,data/images/things_max/degraded/sombrero.png,ready,things_archive,THINGS archive image and degraded derivative available
sonogram,Noun,data/images/things_max/sonogram.jpg,data/images/things_max/degraded/sonogram.png,ready,things_archive,THINGS archive image and degraded derivative available
sorbet,"food, dessert",data/images/things_max/sorbet.jpg,data/images/things_max/degraded/sorbet.png,ready,things_archive,THINGS archive image and degraded derivative available
souffle,"food, dessert",data/images/things_max/souffle.jpg,data/images/things_max/degraded/souffle.png,ready,things_archive,THINGS archive image and degraded derivative available
soup,food,data/images/things_max/soup.jpg,data/images/things_max/degraded/soup.png,ready,things_archive,THINGS archive image and degraded derivative available
soy_sauce,food,data/images/things_max/soy_sauce.jpg,data/images/things_max/degraded/soy_sauce.png,ready,things_archive,THINGS archive image and degraded derivative available
space_shuttle,vehicle,data/images/things_max/space_shuttle.jpg,data/images/things_max/degraded/space_shuttle.png,ready,things_archive,THINGS archive image and degraded derivative available
spacesuit,clothing,data/images/things_max/spacesuit.jpg,data/images/things_max/degraded/spacesuit.png,ready,things_archive,THINGS archive image and degraded derivative available
spaghetti,food,data/images/things_max/spaghetti.jpg,data/images/things_max/degraded/spaghetti.png,ready,things_archive,THINGS archive image and degraded derivative available
spam,food,data/images/things_max/spam.jpg,data/images/things_max/degraded/spam.png,ready,things_archive,THINGS archive image and degraded derivative available
spareribs,food,data/images/things_max/spareribs.jpg,data/images/things_max/degraded/spareribs.png,ready,things_archive,THINGS archive image and degraded derivative available
spark_plug,part of car,data/images/things_max/spark_plug.jpg,data/images/things_max/degraded/spark_plug.png,ready,things_archive,THINGS archive image and degraded derivative available
sparkler,Noun,data/images/things_max/sparkler.jpg,data/images/things_max/degraded/sparkler.png,ready,things_archive,THINGS archive image and degraded derivative available
spatula,"kitchen tool, tool",data/images/things_max/spatula.jpg,data/images/things_max/degraded/spatula.png,ready,things_archive,THINGS archive image and degraded derivative available
speaker,Noun,data/images/things_max/speaker.jpg,data/images/things_max/degraded/speaker.png,ready,things_archive,THINGS archive image and degraded derivative available
spear,weapon,data/images/things_max/spear.jpg,data/images/things_max/degraded/spear.png,ready,things_archive,THINGS archive image and degraded derivative available
speedboat,vehicle,data/images/things_max/speedboat.jpg,data/images/things_max/degraded/speedboat.png,ready,things_archive,THINGS archive image and degraded derivative available
speedometer,part of car,data/images/things_max/speedometer.jpg,data/images/things_max/degraded/speedometer.png,ready,things_archive,THINGS archive image and degraded derivative available
spider,animal,data/images/things_max/spider.jpg,data/images/things_max/degraded/spider.png,ready,things_archive,THINGS archive image and degraded derivative available
spider_web,#N/A,data/images/things_max/spider_web.jpg,data/images/things_max/degraded/spider_web.png,ready,things_archive,THINGS archive image and degraded derivative available
spinach,"plant, food, vegetable",data/images/things_max/spinach.jpg,data/images/things_max/degraded/spinach.png,ready,things_archive,THINGS archive image and degraded derivative available
splinter,Noun,data/images/things_max/splinter.jpg,data/images/things_max/degraded/splinter.png,ready,things_archive,THINGS archive image and degraded derivative available
sponge,Noun,data/images/things_max/sponge.jpg,data/images/things_max/degraded/sponge.png,ready,things_archive,THINGS archive image and degraded derivative available
spool,Noun,data/images/things_max/spool.jpg,data/images/things_max/degraded/spool.png,ready,things_archive,THINGS archive image and degraded derivative available
spoon,"kitchen tool, tool",data/images/things_max/spoon.jpg,data/images/things_max/degraded/spoon.png,ready,things_archive,THINGS archive image and degraded derivative available
spout,Verb,data/images/things_max/spout.jpg,data/images/things_max/degraded/spout.png,ready,things_archive,THINGS archive image and degraded derivative available
spring_roll,food,data/images/things_max/spring_roll.jpg,data/images/things_max/degraded/spring_roll.png,ready,things_archive,THINGS archive image and degraded derivative available
springboard,sports equipment,data/images/things_max/springboard.jpg,data/images/things_max/degraded/springboard.png,ready,things_archive,THINGS archive image and degraded derivative available
sprinkler,Noun,data/images/things_max/sprinkler.jpg,data/images/things_max/degraded/sprinkler.png,ready,things_archive,THINGS archive image and degraded derivative available
sprouts,"food, vegetable",data/images/things_max/sprouts.jpg,data/images/things_max/degraded/sprouts.png,ready,things_archive,THINGS archive image and degraded derivative available
spur,Noun,data/images/things_max/spur.jpg,data/images/things_max/degraded/spur.png,ready,things_archive,THINGS archive image and degraded derivative available
squash,"food, vegetable",data/images/things_max/squash.jpg,data/images/things_max/degraded/squash.png,ready,things_archive,THINGS archive image and degraded derivative available
squeegee,tool,data/images/things_max/squeegee.jpg,data/images/things_max/degraded/squeegee.png,ready,things_archive,THINGS archive image and degraded derivative available
squid,"animal, food",data/images/things_max/squid.jpg,data/images/things_max/degraded/squid.png,ready,things_archive,THINGS archive image and degraded derivative available
squirrel,animal,data/images/things_max/squirrel.jpg,data/images/things_max/degraded/squirrel.png,ready,things_archive,THINGS archive image and degraded derivative available
squirt_gun,toy,data/images/things_max/squirt_gun.jpg,data/images/things_max/degraded/squirt_gun.png,ready,things_archive,THINGS archive image and degraded derivative available
stained_glass,home decor,data/images/things_max/stained_glass.jpg,data/images/things_max/degraded/stained_glass.png,ready,things_archive,THINGS archive image and degraded derivative available
stair,Noun,data/images/things_max/stair.jpg,data/images/things_max/degraded/stair.png,ready,things_archive,THINGS archive image and degraded derivative available
stake,Noun,data/images/things_max/stake.jpg,data/images/things_max/degraded/stake.png,ready,things_archive,THINGS archive image and degraded derivative available
stalagmite,Noun,data/images/things_max/stalagmite.jpg,data/images/things_max/degraded/stalagmite.png,ready,things_archive,THINGS archive image and degraded derivative available
stamp1,Noun,data/images/things_max/stamp1.jpg,data/images/things_max/degraded/stamp1.png,ready,things_archive,THINGS archive image and degraded derivative available
stamp2,tool,data/images/things_max/stamp2.jpg,data/images/things_max/degraded/stamp2.png,ready,things_archive,THINGS archive image and degraded derivative available
staple,office supply,data/images/things_max/staple.jpg,data/images/things_max/degraded/staple.png,ready,things_archive,THINGS archive image and degraded derivative available
staple_gun,tool,data/images/things_max/staple_gun.jpg,data/images/things_max/degraded/staple_gun.png,ready,things_archive,THINGS archive image and degraded derivative available
stapler,office supply,data/images/things_max/stapler.jpg,data/images/things_max/degraded/stapler.png,ready,things_archive,THINGS archive image and degraded derivative available
star_fruit,"food, fruit",data/images/things_max/star_fruit.jpg,data/images/things_max/degraded/star_fruit.png,ready,things_archive,THINGS archive image and degraded derivative available
starfish,animal,data/images/things_max/starfish.jpg,data/images/things_max/degraded/starfish.png,ready,things_archive,THINGS archive image and degraded derivative available
station_wagon,vehicle,data/images/things_max/station_wagon.jpg,data/images/things_max/degraded/station_wagon.png,ready,things_archive,THINGS archive image and degraded derivative available
statue,home decor,data/images/things_max/statue.jpg,data/images/things_max/degraded/statue.png,ready,things_archive,THINGS archive image and degraded derivative available
steak,food,data/images/things_max/steak.jpg,data/images/things_max/degraded/steak.png,ready,things_archive,THINGS archive image and degraded derivative available
